,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
9349,False,"{'id': 24726, 'name': 'Johan Falk Collection', 'poster_path': '/qRhEJUcOVtgMEno5LEkZZ190vDy.jpg', 'backdrop_path': None}",4667404,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,21041,tt0313724,sv,Den tredje vågen,"Johan Falk hasn't been working for over a year since he resigned from the police. Most of all he wants to move out to the countryside, but fate has a different thought.",1.7972,/QDULxYi4Jo9Hiurh5LScMNmsoK.jpg,"[{'name': 'Sonet Film', 'id': 1929}, {'name': 'Blind Spot Pictures Oy', 'id': 7330}, {'name': 'Film Väst', 'id': 74636}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2003-10-15,0.0,115.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Third Wave,False,6.2,12.0
40768,False,,0,"[{'id': 16, 'name': 'Animation'}]",,396899,tt5698496,fr,La jeune fille sans mains,A poor miller gets tricked by the Devil and accidentally sells his daughter for a bit of gold. But Satan can't take her because she's too pure and has wept on her hands. So Satan orders the miller to cut her hands off. It's the beginning of the young girl's journey towards freedom.,0.251089,/cnBmXdmd8pj9Hagr6zaDuxdTxhT.jpg,"[{'name': 'Les Films Pelléas', 'id': 12389}, {'name': 'Les Films Sauvages', 'id': 76594}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2016-12-14,0.0,76.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,"A family, the Devil, a prince, a goddess : a girl without hands faces her destiny.",The Girl Without Hands,False,8.3,5.0
38946,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",,336885,tt3831000,no,Å vende tilbake,"Two young brothers are forced to track down their absent father, having recently returned from service in Afghanistan, after he disappears during a reindeer hunt in the mountains.",0.181902,/xYiLaIIBxDJaDl2WIukFa5fvLEE.jpg,"[{'name': 'FilmBros', 'id': 51748}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2015-02-27,0.0,75.0,"[{'iso_639_1': 'no', 'name': 'Norsk'}]",Released,,Returning Home,False,6.0,2.0
40047,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,391629,tt4864932,hi,Baaghi,"Baaghi is the story of Ronny, a rebellious 23-year-old from Delhi. Fearing his unruly and angry temperament his father sends him to a disciplinary academy set in a sleepy town in Kerala. While traveling to the academy he meets Siya who also carries a rebellious streak but nonetheless spark fly between them. After his enrollment, Ronny encounters the star student Raghav and things get awry between them when Raghav falls for Siya as well. Years later Ronny is informed that Siya is abducted and is called upon for help to rescue her from the gritty underbelly of Thailand. Lost in the midst of a new city Ronny comes face to face with his nemesis, Raghav. They both still love Siya unconditionally and are in a battle to win her heart. But there will be only one person who will. Who will it be the rebellious Ronny or the furious Raghav?",1.845785,/f4IItQZZ09n7s8cYX87FgaG1mr2.jpg,"[{'name': 'Nadiadwala Grandson Entertainment', 'id': 60536}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2016-04-29,0.0,133.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A Rebel For Love,Baaghi,False,6.4,19.0
21802,False,"{'id': 140910, 'name': 'All Dogs Go to Heaven Collection', 'poster_path': '/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg', 'backdrop_path': '/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,51985,tt0166960,en,An All Dogs Christmas Carol,Charlie B. Barker and Itchy Ford are back with Sasha and the gang having a Dicken's of a time as they try to save Christmas from Carface and an evil spirit that wishes to use dogs all over the world to ruin Christmas forever.,4.602352,/uojwU0ZGZa1hJ2GLrbG5FI3SHnR.jpg,"[{'name': 'MGM Home Video', 'id': 66615}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-11-17,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,An All Dogs Christmas Carol,False,5.2,20.0
8279,False,,2200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,151848,tt0027657,en,The Garden of Allah,The star-crossed desert romance of a cloistered woman and a renegade monk.,0.472865,/mYkk7uQWgNg6XU17ogEbPYiNqwT.jpg,"[{'name': 'Selznick International Pictures', 'id': 1553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-10-14,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two loves in conflict!,The Garden of Allah,False,6.1,4.0
3884,False,,4000000,"[{'id': 18, 'name': 'Drama'}]",,10132,tt0096219,en,Talk Radio,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",6.865513,/tuEA94RjZhYWrnrkmzHQVFmzOIN.jpg,"[{'name': 'Cineplex-Odeon Films', 'id': 5231}, {'name': 'Ten-Four Productions', 'id': 8814}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-12-21,3468572.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The last neighborhood in America.,Talk Radio,False,6.7,46.0
2778,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,171982,tt2378428,en,Romance,She's as hot as Britney Spears. Hotter. She parties like Hollywood. She's way out of his league. Or that's the story he's sticking to.,0.052377,/yyISPCAcYwWKhu1XXQtL419CIyK.jpg,[],[],2012-10-09,0.0,27.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Romance,False,0.0,0.0
24362,False,"{'id': 185682, 'name': 'The Adventures of Antoine Doinel', 'poster_path': '/66hyq0YtgBjrfT2kB1YJu33UDcy.jpg', 'backdrop_path': '/hT6f042PKqsMjt0t8vPEE7yocKj.jpg'}",0,"[{'id': 18, 'name': 'Drama'}]",,256,tt1180329,fr,Antoine et Colette,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.",1.673854,/wFV7tySkawvC9kBwAEuLgsmHB0i.jpg,"[{'name': 'Ulysse Production', 'id': 65}, {'name': 'Town', 'id': 66}, {'name': 'Unitec Films', 'id': 67}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1962-06-22,0.0,29.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Antoine and Colette,False,7.1,22.0
34941,False,,0,"[{'id': 10749, 'name': 'Romance'}]",,105885,tt1754944,en,eCupid,"From the director of Is It Just Me? comes this sparkling romantic comedy which takes online dating to the extreme! Marshall is an over-worked ad exec who is suffering from a serious case of the seven year itch with his loving boyfriend. As Marshall’s 30th birthday nears he sets hell-bent on changing his life and comes across a mysterious dating app called eCupid which quickly turns his world upside down, overwhelming him sexy guys at every turn! Firing on all cylinders with a sharp script, hot cast and even an extended cameo from Hollywood legend Morgan Fairchild, eCupid will win your heart!",1.809297,/qMQTNJ1lGSjIbdIQ6w8WgsJ32Mu.jpg,[],[],2011-06-23,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,eCupid,False,5.1,20.0
44972,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",,273059,tt3257692,en,Starving in Suburbia,"When seventeen-year-old Hannah stumbles upon a website about Thinspiration--an online community devoted to anorexia as a life choice--she becomes an obsessive follower of the site founder, ButterflyAna. By the time Hannah's family realizes what is happening and get Hannah the help she needs, the disease has fully taken hold and Hannah is refusing to eat. Will this family be able to exorcise the demon of anorexia from their lives?",0.780125,/rNZ1dU84aXnM770FuVgeDkc5yf5.jpg,"[{'name': 'Indy Entertainment', 'id': 41945}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-04-26,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Starving in Suburbia,False,8.5,15.0
32948,False,,0,[],,307510,tt0806136,en,Children of God: Lost and Found,A first-person account of growing up in an evangelical Christian cult.,0.038824,/zdTlWGIL2rbhif1OSVPT4FMfOji.jpg,[],[],2007-01-01,0.0,0.0,[],Released,,Children of God: Lost and Found,False,6.0,1.0
25017,False,,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,45127,tt0491046,es,Manolete,Scandal erupts over a famous bullfighter's affair with a left-wing actress.,2.430763,/8I4Imlo0NPw9xwgX5hKVA88DCWx.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-09-06,0.0,92.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,He defied death like a god... he succumbed to love as a man.,A Matador's Mistress,False,5.8,29.0
18256,False,,0,"[{'id': 18, 'name': 'Drama'}]",,1254,tt0485241,fr,"Je vais bien, ne t'en fais pas","A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",6.189495,/bQGNAkUez9KnzSjiy9LNp93v9rb.jpg,"[{'name': 'Fin Août Productions', 'id': 942}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2006-09-06,0.0,96.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Don't Worry, I'm Fine",False,7.3,168.0
35586,False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,249260,tt2622826,en,Avalanche Sharks,A group of skiers are terrorized during spring break by some sharks that swim through the snow.,,,,,,,,,,,,,,
15424,False,,0,"[{'id': 37, 'name': 'Western'}]",,37301,tt0060165,en,A Big Hand for the Little Lady,"A naive traveler in Laredo gets involved in a poker game between the richest men in the area, jeopardizing all the money he has saved for the purpose of settling with his wife and child in San Antonio.",1.929093,/yeNhh96E6iFWbwwrNeoIFsB5bxd.jpg,"[{'name': 'Eden Productions Inc.', 'id': 13370}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-05-31,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All the action you can take...all the adventure you can wish for!,A Big Hand for the Little Lady,False,6.0,21.0
17993,False,"{'id': 129293, 'name': 'The Dick Proenneke Collection', 'poster_path': None, 'backdrop_path': '/rdCLBxUoF1K4TdJ6PPErbNmiqlA.jpg'}",0,"[{'id': 99, 'name': 'Documentary'}]",http://www.dickproenneke.com/alaska.html,52297,tt0783476,en,Alaska: Silence And Solitude,"Alaska Silence &amp; Solitude is the follow up to Alone in the Wilderness, filmed 20 years later. Bob Swerer and Bob Swerer Sr. visit Dick Proenneke at his famous cabin on Twin Lakes where the wildlife is still abundant and the scenery is spectacular.",0.824483,/fbMq86XK0UrwDKEbR2hgyJLWakd.jpg,"[{'name': 'Bob Swerer Productions', 'id': 75714}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-06,0.0,57.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Alaska: Silence And Solitude,False,7.2,7.0
3685,False,"{'id': 321063, 'name': 'The Sinbad Collection', 'poster_path': '/t1vJrS8oSN9JpiLdVRhadMXy52X.jpg', 'backdrop_path': None}",3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,11940,tt0076716,en,Sinbad and the Eye of the Tiger,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",3.502655,/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Andor Films', 'id': 32838}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1977-07-15,16000000.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,New!! Sinbad's Boldest And Most Daring Adventure!,Sinbad and the Eye of the Tiger,False,6.3,39.0
30719,False,,500000,"[{'id': 35, 'name': 'Comedy'}]",,47407,tt1730704,en,Milf,A group of nerdy college guys who can't seem to connect with girls their own age discover the excitement of hooking up with sexy older women.,2.576011,/t1up2NMNeJaWjTArruoi3Ir86hY.jpg,"[{'name': 'The Asylum', 'id': 1311}, {'name': 'The Global Asylum', 'id': 1371}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-17,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They really do know best!,Milf,False,4.2,30.0
32681,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,70418,tt1647483,en,Wasted on the Young,"When a high school party goes dangerously off the rails, one teenager finds that revenge is just a computer click away.",1.948284,/yJkgdID7unIVVC4M2jVD7zjjHbv.jpg,"[{'name': 'WBMC', 'id': 55254}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2010-06-13,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Youth is innocent until proven guilty.,Wasted on the Young,False,5.3,16.0
1319,False,,0,"[{'id': 18, 'name': 'Drama'}]",,199512,tt0042354,it,Il Cristo proibito,"Strange Deception combines a standard revenge tale with a postwar reenactment of the first four books of the New Testament. Freshly released from a Russian POW camp, Italian soldier Raf Vallone tries to discover who betrayed his brother to the Nazis. Alain Cuny is an enigmatic carpenter who has confessed to causing the brother's death. Cuny is slain by Vallone, whereupon it is revealed that the carpenter sacrificed himself on behalf of the real culprit, Phillipe Lemaire. Vallone catches up with Lemaire, but is unable to kill him, thanks to the Christlike example of Cuny. Originally titled Il Cristo Proibito (The Forbidden Christ, just so we don't miss the point), this film represented the movie directorial debut of novelist Curzio Malaparte, who also wrote the musical score.",0.521422,/liOGXXPh6bchY176HIHFsZsWQf1.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1951-06-08,0.0,0.0,[],Released,,The Forbidden Christ,False,5.5,2.0
16398,False,,0,[],,163659,tt0841017,en,Cochochi,"Two young indigenous brothers from the La Sierra Tarahumara region of northwest Mexico return home from Benito Juarez elementary boarding school, only to find their fates pulling them in opposite directions in director Laura Amelia Guzmán's dramatic meditation on the value of culture and the cost of progress.",0.564956,/6Sex00ImAwBI7ulbfwnnxrOkqPY.jpg,"[{'name': 'Canana Films', 'id': 1719}, {'name': 'Instituto Mexicano de Cinematografía (IMCINE)', 'id': 8861}, {'name': 'Alcove Entertainment', 'id': 11785}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2007-04-24,0.0,0.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Cochochi,False,5.0,3.0
39471,False,,0,[],,356862,tt2893616,en,On Reflection: B.S. Johnson on Dr. Samuel Johnson,Directed by B.S. Johnson.,0.0,/qW1oQlOHizRHXZQrpkimYr0oxzn.jpg,[],[],1972-01-02,0.0,0.0,[],Released,,On Reflection: B.S. Johnson on Dr. Samuel Johnson,False,0.0,0.0
7203,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",,58995,tt0082810,en,Night Crossing,Two men want to escape from East Germany (under Communist rule) but they will only go if they can take their families with them. Based on a true story.,1.132689,/hoORrmolVXIgkb1JtN1cWfde5sC.jpg,"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-02-05,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Night Crossing,False,5.7,8.0
15219,False,,0,"[{'id': 18, 'name': 'Drama'}]",,106813,tt0250264,en,Bonhoeffer: Agent of Grace,"The story of Dietrich Bonhoeffer, a German clergyman of great distinction, who actively opposed Hitler and the Nazis. His convictions cost him his life.  What is a moral person to do in a time of savage immorality? That question tormented Dietrich Bonhoeffer, a German clergyman of great distinction who actively opposed Hitler and the Nazis. His convictions cost him his life. The Nazis hanged him on April 9, 1945, less than a month before the end of the war. Bonhoeffer's last years, his participation in the German resistance and his moral struggle are dramatized in this film. More than just a biographical portrait, Bonhoeffer: Agent of Grace sheds light on the little-known efforts of the German resistance. It brings to a wide audience the heroic rebellion of Bonhoeffer, a highly regarded Lutheran minister who could have kept his peace and saved his life on several occasions but instead paid the ultimate price for his beliefs.",0.502653,/eT3tw9frcoqxelqTgvEgg6xYubE.jpg,[],[],2000-06-14,0.0,88.0,[],Released,"A true story of love, courage, and sacrifice.",Bonhoeffer: Agent of Grace,False,7.5,2.0
